id_contra_cheque,chave_coleta,nome,matricula,funcao,local_trabalho,tipo,ativo
tjsc/05/2021/207,tjsc/05/2021,FLAVIA CARNEIRO DE PARIS,,,,MEMBRO,true
tjsc/05/2021/208,tjsc/05/2021,FLAVIA MAELI DA SILVA BALDISSERA,,,,MEMBRO,true
tjsc/05/2021/209,tjsc/05/2021,FLAVIO ANDRE PAZ DE BRUM,,,,MEMBRO,true
tjsc/05/2021/210,tjsc/05/2021,FLAVIO LOPES DA COSTA,,,,MEMBRO,true
tjsc/05/2021/211,tjsc/05/2021,FLAVIO LUIS DELL ANTONIO,,,,MEMBRO,true
tjsc/05/2021/212,tjsc/05/2021,FRANCIELLI STADTLOBER BORGES AGACCI,,,,MEMBRO,true
tjsc/05/2021/213,tjsc/05/2021,FRANCISCO CARLOS MAMBRINI,,,,MEMBRO,true
tjsc/05/2021/214,tjsc/05/2021,FRANCISCO JOSE RODRIGUES DE OLIVEIRA FILHO,,,,MEMBRO,true
tjsc/05/2021/215,tjsc/05/2021,FRANCISCO JOSE RODRIGUES DE OLIVEIRA NETO,,,,MEMBRO,true
tjsc/05/2021/216,tjsc/05/2021,FRANCISCO XAVIER MEDEIROS VIEIRA,,,,MEMBRO,true
tjsc/05/2021/217,tjsc/05/2021,FREDERICO ANDRADE SIEGEL,,,,MEMBRO,true
tjsc/05/2021/218,tjsc/05/2021,FULVIO BORGES FILHO,,,,MEMBRO,true
tjsc/05/2021/219,tjsc/05/2021,GABRIEL MARCON DALPONTE,,,,MEMBRO,true
tjsc/05/2021/220,tjsc/05/2021,GABRIELA GARCIA SILVA RUA,,,,MEMBRO,true
tjsc/05/2021/221,tjsc/05/2021,GABRIELA GORINI MARTIGNAGO CORAL,,,,MEMBRO,true
tjsc/05/2021/222,tjsc/05/2021,GABRIELA SAILON DE SOUZA BENEDET,,,,MEMBRO,true
tjsc/05/2021/223,tjsc/05/2021,GABRIELLA MATARELLI CALIJORNE DAIMOND GOMES,,,,MEMBRO,true
tjsc/05/2021/224,tjsc/05/2021,GEOMIR ROLAND PAUL,,,,MEMBRO,true
tjsc/05/2021/225,tjsc/05/2021,GERALDO CORREA BASTOS,,,,MEMBRO,true
tjsc/05/2021/226,tjsc/05/2021,GERALDO DA ROCHA LOURES REICHMANN,,,,MEMBRO,true
tjsc/05/2021/227,tjsc/05/2021,GERHARDT WANDSCHEER,,,,MEMBRO,true
tjsc/05/2021/228,tjsc/05/2021,GERSON CHEREM II,,,,MEMBRO,true
tjsc/05/2021/229,tjsc/05/2021,GETULIO CORREA,,,,MEMBRO,true
tjsc/05/2021/230,tjsc/05/2021,GIANCARLO BREMER NONES,,,,MEMBRO,true
tjsc/05/2021/231,tjsc/05/2021,GIANCARLO ROSSI,,,,MEMBRO,true
tjsc/05/2021/232,tjsc/05/2021,GILBERTO GOMES DE OLIVEIRA,,,,MEMBRO,true
tjsc/05/2021/233,tjsc/05/2021,GILBERTO GOMES DE OLIVEIRA JUNIOR,,,,MEMBRO,true
tjsc/05/2021/234,tjsc/05/2021,GILBERTO KILIAN DOS ANJOS,,,,MEMBRO,true
tjsc/05/2021/235,tjsc/05/2021,GILDO KUTNE,,,,MEMBRO,true
tjsc/05/2021/236,tjsc/05/2021,GILMAR ANTONIO CONTE,,,,MEMBRO,true
tjsc/05/2021/237,tjsc/05/2021,GILMAR NICOLAU LANG,,,,MEMBRO,true
tjsc/05/2021/238,tjsc/05/2021,GIOVANA MARIA CARON BOSIO MACHADO,,,,MEMBRO,true
tjsc/05/2021/239,tjsc/05/2021,GISELE RIBEIRO,,,,MEMBRO,true
tjsc/05/2021/240,tjsc/05/2021,GIULIANO ZIEMBOWICZ,,,,MEMBRO,true
tjsc/05/2021/241,tjsc/05/2021,GIUSEPPE BATTISTOTTI BELLANI,,,,MEMBRO,true
tjsc/05/2021/242,tjsc/05/2021,GRAZIELA SHIZUIHO ALCHINI,,,,MEMBRO,true
tjsc/05/2021/243,tjsc/05/2021,GRISELDA REZENDE DE MATOS MUNIZ CAPELLARO,,,,MEMBRO,true
tjsc/05/2021/244,tjsc/05/2021,GUILHERME AUGUSTO PORTELA DE GOUVEA,,,,MEMBRO,true
tjsc/05/2021/245,tjsc/05/2021,GUILHERME COSTA CESCONETTO,,,,MEMBRO,true
tjsc/05/2021/246,tjsc/05/2021,GUILHERME MATTEI BORSOI,,,,MEMBRO,true
tjsc/05/2021/247,tjsc/05/2021,GUILHERME MAZZUCCO PORTELA,,,,MEMBRO,true
tjsc/05/2021/248,tjsc/05/2021,GUILHERME NUNES BORN,,,,MEMBRO,true
tjsc/05/2021/249,tjsc/05/2021,GUILHERME SILVA PEREIMA,,,,MEMBRO,true
tjsc/05/2021/250,tjsc/05/2021,GUSTAVO BRISTOT DE MELLO,,,,MEMBRO,true
tjsc/05/2021/251,tjsc/05/2021,GUSTAVO EMELAU MARCHIORI,,,,MEMBRO,true
tjsc/05/2021/252,tjsc/05/2021,GUSTAVO HENRIQUE ARACHESKI,,,,MEMBRO,true
tjsc/05/2021/253,tjsc/05/2021,GUSTAVO MARCOS DE FARIAS,,,,MEMBRO,true
tjsc/05/2021/254,tjsc/05/2021,GUSTAVO SANTOS MOTTOLA,,,,MEMBRO,true
tjsc/05/2021/255,tjsc/05/2021,GUSTAVO SCHLUPP WINTER,,,,MEMBRO,true
tjsc/05/2021/256,tjsc/05/2021,GUSTAVO SCHWINGEL,,,,MEMBRO,true
tjsc/05/2021/257,tjsc/05/2021,GUY ESTEVAO BERKENBROCK,,,,MEMBRO,true
tjsc/05/2021/258,tjsc/05/2021,HAIDEE DENISE GRIN,,,,MEMBRO,true
tjsc/05/2021/259,tjsc/05/2021,HAROLDO PABST,,,,MEMBRO,true
tjsc/05/2021/260,tjsc/05/2021,HELENA VONSOVICZ ZEGLIN,,,,MEMBRO,true
tjsc/05/2021/261,tjsc/05/2021,HELIO DAVID VIEIRA FIGUEIRA DOS SANTOS,,,,MEMBRO,true
tjsc/05/2021/262,tjsc/05/2021,HELIO DO VALLE PEREIRA,,,,MEMBRO,true
tjsc/05/2021/263,tjsc/05/2021,HELOISA BEIRITH FERNANDES,,,,MEMBRO,true
tjsc/05/2021/264,tjsc/05/2021,HENRY GOY PETRY JUNIOR,,,,MEMBRO,true
tjsc/05/2021/265,tjsc/05/2021,HERIBERTO MAX DITTRICH SCHMITT,,,,MEMBRO,true
tjsc/05/2021/266,tjsc/05/2021,HILDEMAR MENEGUZZI DE CARVALHO,,,,MEMBRO,true
tjsc/05/2021/267,tjsc/05/2021,HORACY BENTA DE SOUZA BABY,,,,MEMBRO,true
tjsc/05/2021/268,tjsc/05/2021,HUMBERTO GOULART DA SILVEIRA,,,,MEMBRO,true
tjsc/05/2021/269,tjsc/05/2021,IASODARA FIN NISHI DE MACEDO MACHADO,,,,MEMBRO,true
tjsc/05/2021/270,tjsc/05/2021,ILDO FABRIS JUNIOR,,,,MEMBRO,true
tjsc/05/2021/271,tjsc/05/2021,ILSON CARLOS CALVET,,,,MEMBRO,true
tjsc/05/2021/272,tjsc/05/2021,IOLANDA VOLKMANN,,,,MEMBRO,true
tjsc/05/2021/273,tjsc/05/2021,IOLMAR ALVES BALTAZAR,,,,MEMBRO,true
tjsc/05/2021/274,tjsc/05/2021,IRACI SATOMI KURAOKA SCHIOCCHET,,,,MEMBRO,true
tjsc/05/2021/275,tjsc/05/2021,IRINEU BIANCHI,,,,MEMBRO,true
tjsc/05/2021/276,tjsc/05/2021,IRIO GROLLI,,,,MEMBRO,true
tjsc/05/2021/277,tjsc/05/2021,JABER FARAH FILHO,,,,MEMBRO,true
tjsc/05/2021/278,tjsc/05/2021,JADNA PACHECO DOS SANTOS PINTER,,,,MEMBRO,true
tjsc/05/2021/279,tjsc/05/2021,JAIME LUIZ VICARI,,,,MEMBRO,true
tjsc/05/2021/280,tjsc/05/2021,JAIME MACHADO JUNIOR,,,,MEMBRO,true
tjsc/05/2021/281,tjsc/05/2021,JAIME PEDRO BUNN,,,,MEMBRO,true
tjsc/05/2021/282,tjsc/05/2021,JAIME RAMOS,,,,MEMBRO,true
tjsc/05/2021/283,tjsc/05/2021,JAIRO FERNANDES GONCALVES,,,,MEMBRO,true
tjsc/05/2021/284,tjsc/05/2021,JANAINA ALEXANDRE LINSMEYER BERBIGIER,,,,MEMBRO,true
tjsc/05/2021/285,tjsc/05/2021,JANIARA MALDANER CORBETTA,,,,MEMBRO,true
tjsc/05/2021/286,tjsc/05/2021,JANICE GOULART GARCIA UBIALLI,,,,MEMBRO,true
tjsc/05/2021/287,tjsc/05/2021,JANINE STIEHLER MARTINS,,,,MEMBRO,true
tjsc/05/2021/288,tjsc/05/2021,JANIO DE SOUZA MACHADO,,,,MEMBRO,true
tjsc/05/2021/289,tjsc/05/2021,JAQUELINE FATIMA ROVER,,,,MEMBRO,true
tjsc/05/2021/290,tjsc/05/2021,JEAN EVERTON DA COSTA,,,,MEMBRO,true
tjsc/05/2021/291,tjsc/05/2021,JEFERSON ISIDORO MAFRA,,,,MEMBRO,true
tjsc/05/2021/292,tjsc/05/2021,JEFERSON OSVALDO VIEIRA,,,,MEMBRO,true
tjsc/05/2021/293,tjsc/05/2021,JEFFERSON ZANINI,,,,MEMBRO,true
tjsc/05/2021/294,tjsc/05/2021,JESSICA EVELYN CAMPOS FIGUEREDO NEVES,,,,MEMBRO,true
tjsc/05/2021/295,tjsc/05/2021,JOACHIM HANS WERNER JOESTING,,,,MEMBRO,true
tjsc/05/2021/296,tjsc/05/2021,JOANA RIBEIRO,,,,MEMBRO,true
tjsc/05/2021/297,tjsc/05/2021,JOAO ALEXANDRE DOBROWOLSKI NETO,,,,MEMBRO,true
tjsc/05/2021/298,tjsc/05/2021,JOAO BAPTISTA VIEIRA SELL,,,,MEMBRO,true
tjsc/05/2021/299,tjsc/05/2021,JOAO BASTOS NAZARENO DOS ANJOS,,,,MEMBRO,true
tjsc/05/2021/300,tjsc/05/2021,JOAO BATISTA DA CUNHA OCAMPO MORE,,,,MEMBRO,true
tjsc/05/2021/301,tjsc/05/2021,JOAO BATISTA GOES ULYSSEA,,,,MEMBRO,true
tjsc/05/2021/302,tjsc/05/2021,JOAO CARLOS FRANCO,,,,MEMBRO,true
tjsc/05/2021/303,tjsc/05/2021,JOAO HENRIQUE BLASI,,,,MEMBRO,true
tjsc/05/2021/304,tjsc/05/2021,JOAO JOSE MAURICIO D AVILA,,,,MEMBRO,true
tjsc/05/2021/305,tjsc/05/2021,JOAO JOSE RAMOS SCHAEFER,,,,MEMBRO,true
tjsc/05/2021/306,tjsc/05/2021,JOAO MARCOS BUCH,,,,MEMBRO,true
tjsc/05/2021/307,tjsc/05/2021,JOAREZ RUSCH,,,,MEMBRO,true
tjsc/05/2021/308,tjsc/05/2021,JOEL DIAS FIGUEIRA JUNIOR,,,,MEMBRO,true
tjsc/05/2021/309,tjsc/05/2021,JORGE HENRIQUE SCHAEFER MARTINS,,,,MEMBRO,true
tjsc/05/2021/310,tjsc/05/2021,JORGE LUIS COSTA BEBER,,,,MEMBRO,true
tjsc/05/2021/311,tjsc/05/2021,JORGE LUIZ DE BORBA,,,,MEMBRO,true
tjsc/05/2021/312,tjsc/05/2021,JOSE ADILSON BITTENCOURT JUNIOR,,,,MEMBRO,true
tjsc/05/2021/313,tjsc/05/2021,JOSE AGENOR DE ARAGAO,,,,MEMBRO,true
tjsc/05/2021/314,tjsc/05/2021,JOSE ANTONIO TORRES MARQUES,,,,MEMBRO,true
tjsc/05/2021/315,tjsc/05/2021,JOSE ANTONIO VARASCHIN CHEDID,,,,MEMBRO,true
tjsc/05/2021/316,tjsc/05/2021,JOSE ARANHA PACHECO,,,,MEMBRO,true
tjsc/05/2021/317,tjsc/05/2021,JOSE BONIFACIO DA SILVA,,,,MEMBRO,true
tjsc/05/2021/318,tjsc/05/2021,JOSE CARLOS BERNARDES DOS SANTOS,,,,MEMBRO,true
tjsc/05/2021/319,tjsc/05/2021,JOSE CARLOS CARSTENS KOHLER,,,,MEMBRO,true
tjsc/05/2021/320,tjsc/05/2021,JOSE CLESIO MACHADO,,,,MEMBRO,true
tjsc/05/2021/321,tjsc/05/2021,JOSE DA SILVA MOREIRA,,,,MEMBRO,true
tjsc/05/2021/322,tjsc/05/2021,JOSE EVERALDO SILVA,,,,MEMBRO,true
tjsc/05/2021/323,tjsc/05/2021,JOSE FRANCIO,,,,MEMBRO,true
tjsc/05/2021/324,tjsc/05/2021,JOSE GASPAR RUBICK,,,,MEMBRO,true
tjsc/05/2021/325,tjsc/05/2021,JOSE GERALDO BAPTISTA,,,,MEMBRO,true
tjsc/05/2021/326,tjsc/05/2021,JOSE GERALDO PEREIRA DA SILVA,,,,MEMBRO,true
tjsc/05/2021/327,tjsc/05/2021,JOSE ILDEFONSO BIZATTO,,,,MEMBRO,true
tjsc/05/2021/328,tjsc/05/2021,JOSE INACIO SCHAEFER,,,,MEMBRO,true
tjsc/05/2021/329,tjsc/05/2021,JOSE MAURICIO LISBOA,,,,MEMBRO,true
tjsc/05/2021/330,tjsc/05/2021,JOSE MAZONI FERREIRA,,,,MEMBRO,true
tjsc/05/2021/331,tjsc/05/2021,JOSE NILTON PEREIRA,,,,MEMBRO,true
tjsc/05/2021/332,tjsc/05/2021,JOSE TEMISTOCLES DE MACEDO NETO,,,,MEMBRO,true
tjsc/05/2021/333,tjsc/05/2021,JOSE TRINDADE DOS SANTOS,,,,MEMBRO,true
tjsc/05/2021/334,tjsc/05/2021,JOSMAEL RODRIGO CAMARGO,,,,MEMBRO,true
tjsc/05/2021/335,tjsc/05/2021,JUAREZ PIVA,,,,MEMBRO,true
tjsc/05/2021/336,tjsc/05/2021,JULIANA ANDRADE DA SILVA SILVY RODRIGUES,,,,MEMBRO,true
tjsc/05/2021/337,tjsc/05/2021,JULIANO RAFAEL BOGO,,,,MEMBRO,true
tjsc/05/2021/338,tjsc/05/2021,JULIANO SCHNEIDER DE SOUZA,,,,MEMBRO,true
tjsc/05/2021/339,tjsc/05/2021,JULIANO SERPA,,,,MEMBRO,true
tjsc/05/2021/340,tjsc/05/2021,JULIO CESAR BERNARDES,,,,MEMBRO,true
tjsc/05/2021/341,tjsc/05/2021,JULIO CESAR DE BORBA MELLO,,,,MEMBRO,true
tjsc/05/2021/342,tjsc/05/2021,JULIO CESAR KNOLL,,,,MEMBRO,true
tjsc/05/2021/343,tjsc/05/2021,JULIO CESAR MACHADO FERREIRA DE MELO,,,,MEMBRO,true
tjsc/05/2021/344,tjsc/05/2021,JUSSARA SCHITTLER DOS SANTOS WANDSCHEER,,,,MEMBRO,true
tjsc/05/2021/345,tjsc/05/2021,KAREN FRANCIS SCHUBERT,,,,MEMBRO,true
tjsc/05/2021/346,tjsc/05/2021,KAREN GUOLLO,,,,MEMBRO,true
tjsc/05/2021/347,tjsc/05/2021,KARINA MALISKA PEITER,,,,MEMBRO,true
tjsc/05/2021/348,tjsc/05/2021,KARINA MULLER,,,,MEMBRO,true
tjsc/05/2021/349,tjsc/05/2021,KEILA LACERDA DE OLIVEIRA MAGALHAES GARCIA,,,,MEMBRO,true
tjsc/05/2021/350,tjsc/05/2021,KLAUSS CORREA DE SOUZA,,,,MEMBRO,true
tjsc/05/2021/351,tjsc/05/2021,KLEDSON GEWEHR,,,,MEMBRO,true
tjsc/05/2021/352,tjsc/05/2021,LAERTE ROQUE SILVA,,,,MEMBRO,true
tjsc/05/2021/353,tjsc/05/2021,LARA MARIA SOUZA DA ROSA ZANOTELLI,,,,MEMBRO,true
tjsc/05/2021/354,tjsc/05/2021,LARISSA CORREA GUAREZI ZENATTI GALLINA,,,,MEMBRO,true
tjsc/05/2021/355,tjsc/05/2021,LAUDENIR FERNANDO PETRONCINI,,,,MEMBRO,true
tjsc/05/2021/356,tjsc/05/2021,LAUVIR MARCARINI DA COSTA,,,,MEMBRO,true
tjsc/05/2021/357,tjsc/05/2021,LEANDRO ERNANI FREITAG,,,,MEMBRO,true
tjsc/05/2021/358,tjsc/05/2021,LEANDRO KATSCHAROWSKI AGUIAR,,,,MEMBRO,true
tjsc/05/2021/359,tjsc/05/2021,LEANDRO PASSIG MENDES,,,,MEMBRO,true
tjsc/05/2021/360,tjsc/05/2021,LEANDRO RODOLFO PAASCH,,,,MEMBRO,true
tjsc/05/2021/361,tjsc/05/2021,LEILA MARA DA SILVA,,,,MEMBRO,true
tjsc/05/2021/362,tjsc/05/2021,LENOAR BENDINI MADALENA,,,,MEMBRO,true
tjsc/05/2021/363,tjsc/05/2021,LEONARDO ALVES NUNES,,,,MEMBRO,true
tjsc/05/2021/364,tjsc/05/2021,LEONE CARLOS MARTINS JUNIOR,,,,MEMBRO,true
tjsc/05/2021/365,tjsc/05/2021,LEOPOLDO AUGUSTO BRUGGEMANN,,,,MEMBRO,true
tjsc/05/2021/366,tjsc/05/2021,LETICIA BODANESE RODEGHERI,,,,MEMBRO,true
tjsc/05/2021/367,tjsc/05/2021,LETICIA PAVEI CACHOEIRA,,,,MEMBRO,true
tjsc/05/2021/368,tjsc/05/2021,LIANA BARDINI ALVES,,,,MEMBRO,true
tjsc/05/2021/369,tjsc/05/2021,LIENE FRANCISCO GUEDES,,,,MEMBRO,true
tjsc/05/2021/370,tjsc/05/2021,LIGIA BOETTGER MOTTOLA,,,,MEMBRO,true
tjsc/05/2021/371,tjsc/05/2021,LILIAN TELLES DE SA VIEIRA,,,,MEMBRO,true
tjsc/05/2021/372,tjsc/05/2021,LILIANE MIDORI YSHIBA MICHELS,,,,MEMBRO,true
tjsc/05/2021/373,tjsc/05/2021,LIRIO HOFFMANN JUNIOR,,,,MEMBRO,true
tjsc/05/2021/374,tjsc/05/2021,LIVIA BORGES ZWETSCH BECK,,,,MEMBRO,true
tjsc/05/2021/375,tjsc/05/2021,LIVIA FRANCIO ROCHA COBALCHINI,,,,MEMBRO,true
tjsc/05/2021/376,tjsc/05/2021,LIZANDRA PINTO DE SOUZA,,,,MEMBRO,true
tjsc/05/2021/377,tjsc/05/2021,LORIVAL KRUGER,,,,MEMBRO,true
tjsc/05/2021/378,tjsc/05/2021,LOURIVAL ANTONINO DOS SANTOS,,,,MEMBRO,true
tjsc/05/2021/379,tjsc/05/2021,LUCAS ANTONIO MAFRA FORNEROLLI,,,,MEMBRO,true
tjsc/05/2021/380,tjsc/05/2021,LUCAS CHICOLI NUNES ROSA,,,,MEMBRO,true
tjsc/05/2021/381,tjsc/05/2021,LUCAS FABER DE ALMEIDA ROSA,,,,MEMBRO,true
tjsc/05/2021/382,tjsc/05/2021,LUCIANA DO NASCIMENTO LAMPERT,,,,MEMBRO,true
tjsc/05/2021/383,tjsc/05/2021,LUCIANA PELISSER GOTTARDI TRENTINI,,,,MEMBRO,true
tjsc/05/2021/384,tjsc/05/2021,LUCIANA SANTOS DA SILVA,,,,MEMBRO,true
tjsc/05/2021/385,tjsc/05/2021,LUCIANO FERNANDES DA SILVA,,,,MEMBRO,true
tjsc/05/2021/386,tjsc/05/2021,LUCILENE DOS SANTOS,,,,MEMBRO,true
tjsc/05/2021/387,tjsc/05/2021,LUIS FELIPE CANEVER,,,,MEMBRO,true
tjsc/05/2021/388,tjsc/05/2021,LUIS FRANCISCO DELPIZZO MIRANDA,,,,MEMBRO,true
tjsc/05/2021/389,tjsc/05/2021,LUIS PAULO DAL PONT LODETTI,,,,MEMBRO,true
tjsc/05/2021/390,tjsc/05/2021,LUIS RENATO MARTINS DE ALMEIDA,,,,MEMBRO,true
tjsc/05/2021/391,tjsc/05/2021,LUISA RINALDI SILVESTRI,,,,MEMBRO,true
tjsc/05/2021/392,tjsc/05/2021,LUIZ ANTONIO BRITO DE OLIVEIRA,,,,MEMBRO,true
tjsc/05/2021/393,tjsc/05/2021,LUIZ ANTONIO ZANINI FORNEROLLI,,,,MEMBRO,true
tjsc/05/2021/394,tjsc/05/2021,LUIZ CARLOS CITTADIN DA SILVA,,,,MEMBRO,true
tjsc/05/2021/395,tjsc/05/2021,LUIZ CARLOS FREYESLEBEN,,,,MEMBRO,true
tjsc/05/2021/396,tjsc/05/2021,LUIZ CARLOS VAILATI JUNIOR,,,,MEMBRO,true
tjsc/05/2021/397,tjsc/05/2021,LUIZ CESAR SCHWEITZER,,,,MEMBRO,true
tjsc/05/2021/398,tjsc/05/2021,LUIZ CEZAR MEDEIROS,,,,MEMBRO,true
tjsc/05/2021/399,tjsc/05/2021,LUIZ CLAUDIO BROERING,,,,MEMBRO,true
tjsc/05/2021/400,tjsc/05/2021,LUIZ EDGAR DANIELEWISZ,,,,MEMBRO,true
tjsc/05/2021/401,tjsc/05/2021,LUIZ EDUARDO RIBEIRO FREYESLEBEN,,,,MEMBRO,true
tjsc/05/2021/402,tjsc/05/2021,LUIZ FELIPE SIEGERT SCHUCH,,,,MEMBRO,true
tjsc/05/2021/403,tjsc/05/2021,LUIZ FERNANDO BOLLER,,,,MEMBRO,true
tjsc/05/2021/404,tjsc/05/2021,LUIZ FERNANDO PEREIRA DE OLIVEIRA,,,,MEMBRO,true
tjsc/05/2021/405,tjsc/05/2021,LUIZ HENRIQUE BONATELLI,,,,MEMBRO,true
tjsc/05/2021/406,tjsc/05/2021,LUIZ HENRIQUE MARTINS PORTELINHA,,,,MEMBRO,true
tjsc/05/2021/407,tjsc/05/2021,LUIZ NERI OLIVEIRA DE SOUZA,,,,MEMBRO,true
tjsc/05/2021/408,tjsc/05/2021,LUIZ OCTAVIO DAVID CAVALLI,,,,MEMBRO,true
tjsc/05/2021/409,tjsc/05/2021,LUIZ ZANELATO,,,,MEMBRO,true
tjsc/05/2021/410,tjsc/05/2021,MAIRA SALETE MENEGHETTI,,,,MEMBRO,true
tjsc/05/2021/411,tjsc/05/2021,MANOEL DONISETE DE SOUZA,,,,MEMBRO,true
tjsc/05/2021/412,tjsc/05/2021,MANOELLE BRASIL SOLDATI BORTOLON,,,,MEMBRO,true
tjsc/05/2021/413,tjsc/05/2021,MARCELO CARLIN,,,,MEMBRO,true
tjsc/05/2021/414,tjsc/05/2021,MARCELO ELIAS NASCHENWENG,,,,MEMBRO,true
tjsc/05/2021/415,tjsc/05/2021,MARCELO PIZOLATI,,,,MEMBRO,true
tjsc/05/2021/416,tjsc/05/2021,MARCELO PONS MEIRELLES,,,,MEMBRO,true
tjsc/05/2021/417,tjsc/05/2021,MARCELO TREVISAN TAMBOSI,,,,MEMBRO,true
tjsc/05/2021/418,tjsc/05/2021,MARCELO VOLPATO DE SOUZA,,,,MEMBRO,true
tjsc/05/2021/419,tjsc/05/2021,MARCIA KRISCHKE MATZENBACHER,,,,MEMBRO,true
tjsc/05/2021/420,tjsc/05/2021,MARCIANA FABRIS,,,,MEMBRO,true
tjsc/05/2021/421,tjsc/05/2021,MARCIANO DONATO,,,,MEMBRO,true
tjsc/05/2021/422,tjsc/05/2021,MARCIO LUIZ CRISTOFOLI,,,,MEMBRO,true
tjsc/05/2021/423,tjsc/05/2021,MARCIO PREIS,,,,MEMBRO,true
tjsc/05/2021/424,tjsc/05/2021,MARCIO RENE ROCHA,,,,MEMBRO,true
tjsc/05/2021/425,tjsc/05/2021,MARCIO ROCHA CARDOSO,,,,MEMBRO,true
tjsc/05/2021/426,tjsc/05/2021,MARCIO SCHIEFLER FONTES,,,,MEMBRO,true
tjsc/05/2021/427,tjsc/05/2021,MARCIO UMBERTO BRAGAGLIA,,,,MEMBRO,true
tjsc/05/2021/428,tjsc/05/2021,MARCO AUGUSTO GHISI MACHADO,,,,MEMBRO,true
tjsc/05/2021/429,tjsc/05/2021,MARCO AURELIO GHISI MACHADO,,,,MEMBRO,true
tjsc/05/2021/430,tjsc/05/2021,MARCOS BIGOLIN,,,,MEMBRO,true
tjsc/05/2021/431,tjsc/05/2021,MARCOS D AVILA SCHERER,,,,MEMBRO,true
tjsc/05/2021/432,tjsc/05/2021,MARCUS ALEXSANDER DEXHEIMER,,,,MEMBRO,true
tjsc/05/2021/433,tjsc/05/2021,MARCUS TULIO SARTORATO,,,,MEMBRO,true
tjsc/05/2021/434,tjsc/05/2021,MARCUS VINICIUS VON BITTENCOURT,,,,MEMBRO,true
tjsc/05/2021/435,tjsc/05/2021,MARGANI DE MELLO,,,,MEMBRO,true
tjsc/05/2021/436,tjsc/05/2021,MARGARETI MOSER,,,,MEMBRO,true
tjsc/05/2021/437,tjsc/05/2021,MARIA AUGUSTA TONIOLI,,,,MEMBRO,true
tjsc/05/2021/438,tjsc/05/2021,MARIA AUGUSTA TRIDAPALLI,,,,MEMBRO,true
tjsc/05/2021/439,tjsc/05/2021,MARIA AUXILIADORA ORNELAS DE ALMEIDA,,,,MEMBRO,true
tjsc/05/2021/440,tjsc/05/2021,MARIA DA CONCEICAO DOS SANTOS MENDES,,,,MEMBRO,true
tjsc/05/2021/441,tjsc/05/2021,MARIA DE LOURDES SIMAS PORTO,,,,MEMBRO,true
tjsc/05/2021/442,tjsc/05/2021,MARIA DO ROCIO LUZ SANTA RITTA,,,,MEMBRO,true
tjsc/05/2021/443,tjsc/05/2021,MARIA ELOISA NEVES MAY,,,,MEMBRO,true
tjsc/05/2021/444,tjsc/05/2021,MARIA LUIZA FABRIS,,,,MEMBRO,true
tjsc/05/2021/445,tjsc/05/2021,MARIA PAULA KERN,,,,MEMBRO,true
tjsc/05/2021/446,tjsc/05/2021,MARIA TERESA VISALLI DA COSTA SILVA,,,,MEMBRO,true
tjsc/05/2021/447,tjsc/05/2021,MARIA TEREZINHA MENDONCA DE OLIVEIRA,,,,MEMBRO,true
tjsc/05/2021/448,tjsc/05/2021,MARIANA HELENA CASSOL,,,,MEMBRO,true
tjsc/05/2021/449,tjsc/05/2021,MARILENE GRANEMANN DE MELLO,,,,MEMBRO,true
tjsc/05/2021/450,tjsc/05/2021,MARISA CARDOSO DE MEDEIROS,,,,MEMBRO,true
tjsc/05/2021/451,tjsc/05/2021,MARISETE APARECIDA TURATTO PAGNUSSATT,,,,MEMBRO,true
tjsc/05/2021/452,tjsc/05/2021,MARIVONE KONCIKOSKI ABREU,,,,MEMBRO,true
tjsc/05/2021/453,tjsc/05/2021,MARLI MOSIMANN VARGAS,,,,MEMBRO,true
tjsc/05/2021/454,tjsc/05/2021,MARLON JESUS SOARES DE SOUZA,,,,MEMBRO,true
tjsc/05/2021/455,tjsc/05/2021,MARLON NEGRI,,,,MEMBRO,true
tjsc/05/2021/456,tjsc/05/2021,MARTA REGINA JAHNEL,,,,MEMBRO,true
tjsc/05/2021/457,tjsc/05/2021,MAURICIO CAVALLAZZI POVOAS,,,,MEMBRO,true
tjsc/05/2021/458,tjsc/05/2021,MAURICIO FABIANO MORTARI,,,,MEMBRO,true
tjsc/05/2021/459,tjsc/05/2021,MAURILIO MOREIRA LEITE,,,,MEMBRO,true
tjsc/05/2021/460,tjsc/05/2021,MAURO FERRANDIN,,,,MEMBRO,true
tjsc/05/2021/461,tjsc/05/2021,MAXIMILIANO LOSSO BUNN,,,,MEMBRO,true
tjsc/05/2021/462,tjsc/05/2021,MAYCON RANGEL FAVARETO,,,,MEMBRO,true
tjsc/05/2021/463,tjsc/05/2021,MICHELE VARGAS,,,,MEMBRO,true
tjsc/05/2021/464,tjsc/05/2021,MIRIAM REGINA GARCIA CAVALCANTI,,,,MEMBRO,true
tjsc/05/2021/465,tjsc/05/2021,MOACYR DE MORAES LIMA FILHO,,,,MEMBRO,true
tjsc/05/2021/466,tjsc/05/2021,MONANI MENINE PEREIRA,,,,MEMBRO,true
tjsc/05/2021/467,tjsc/05/2021,MONICA BONELLI PAULO PRAZERES,,,,MEMBRO,true
tjsc/05/2021/468,tjsc/05/2021,MONICA DO REGO BARROS GRISOLIA,,,,MEMBRO,true
tjsc/05/2021/469,tjsc/05/2021,MONICA ELIAS DE LUCCA,,,,MEMBRO,true
